gender,orientation,gender_orientation,age,ethnicity,country,education_phase,religion_type,religion_seriosity,man_with_100,woman_with_100
Woman,Bisexual,Bisexual_female,26,White,UK,Graduated from,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,25,Black,NJ,Graduated from,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,33,White,Denmark,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,23,White,NY,Graduated from,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,25,White,NY,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,23,White,UK,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,20,"Hispanic / Latin, White",NY,Working on,-,NA,No,Yes
Woman,Straight,Hetero_female,30,White,TX,NA,-,NA,Yes,Yes
Woman,Straight,Hetero_female,24,NA,Australia,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,33,NA,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,30,Asian,Singapore,Graduated from,Buddhism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,30,White,Denmark,Working on,-,NA,No,No
Woman,Straight,Hetero_female,26,White,LA,Graduated from,Agnosticism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,23,White,LA,Working on,Catholicism,NA,No,No
Woman,Bisexual,Bisexual_female,24,"Native American, White",LA,Graduated from,Other,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,23,White,UK,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,18,NA,NJ,NA,-,NA,No,No
Woman,Straight,Hetero_female,24,White,Italy,Working on,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,22,"Black, White",UK,NA,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,23,NA,UK,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,34,White,Thailand,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,31,White,GA,Graduated from,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,25,White,UK,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,25,White,NY,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,23,NA,UK,NA,-,NA,No,No
Man,Straight,Hetero_male,33,"Hispanic / Latin, White",Denmark,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,35,Black,UK,Dropped out of,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,30,White,UK,Graduated from,Other,NA,No,No
Man,Gay,Gay_male,30,Hispanic / Latin,NY,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,21,NA,UK,NA,-,NA,No,No
Woman,Bisexual,Bisexual_female,22,White,Australia,Working on,Agnosticism,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,22,NA,NY,NA,-,NA,Yes,No
Woman,Straight,Hetero_female,27,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,25,White,Denmark,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,19,White,UK,Dropped out of,Agnosticism,NA,No,No
Man,Straight,Hetero_male,29,NA,IL,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,38,White,Italy,Dropped out of,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,WI,Working on,-,NA,No,No
Woman,Bisexual,Bisexual_female,24,White,UK,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,22,Black,LA,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Gay,Gay_male,25,White,NY,NA,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,24,"Hispanic / Latin, White",NY,NA,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,29,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,28,White,Australia,Working on,Atheism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,21,White,NY,Working on,-,NA,No,No
Man,Straight,Hetero_male,24,White,UK,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,26,White,NY,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,25,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,24,White,UK,Working on,Christianity,NA,Yes,Yes
Woman,Straight,Hetero_female,29,NA,UK,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,26,White,UK,Graduated from,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,20,White,UK,NA,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,25,White,UK,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,27,White,Ireland,Graduated from,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,24,Black,NY,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,25,NA,NY,Working on,Atheism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,26,NA,Germany,NA,-,NA,No,No
Woman,Straight,Hetero_female,29,White,LA,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,26,Hispanic / Latin,NY,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,21,White,UK,Graduated from,Christianity,and somewhat serious about it,Yes,Yes
Woman,Straight,Hetero_female,30,Black,NY,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,22,Hispanic / Latin,NY,NA,Catholicism,NA,Yes,Yes
Woman,Bisexual,Bisexual_female,28,White,LA,Graduated from,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,20,White,UK,Working on,Other,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,26,Other,UK,Dropped out of,Other,NA,Yes,Yes
Woman,Bisexual,Bisexual_female,22,NA,UK,NA,-,NA,No,No
Man,Straight,Hetero_male,26,White,NY,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,26,White,NJ,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,27,White,UK,Dropped out of,Agnosticism,and laughing about it,Yes,No
Man,Bisexual,Bisexual_male,23,NA,UK,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,22,Other,Australia,Working on,Christianity,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,18,White,UK,Working on,-,NA,No,No
Man,Straight,Hetero_male,25,White,Germany,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,27,White,UK,Working on,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,23,White,UK,Working on,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,32,Asian,Denmark,NA,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,33,White,UK,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,32,White,UK,Graduated from,-,NA,No,No
Woman,Gay,Gay_female,25,White,UK,Working on,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,25,Black,TX,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,26,NA,Australia,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,50,White,NJ,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,29,White,LA,Working on,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,25,Hispanic / Latin,NY,NA,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,22,Hispanic / Latin,NJ,Working on,-,NA,No,No
Man,Straight,Hetero_male,27,Black,NY,Working on,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,26,White,NY,Working on,-,NA,No,No
Man,Bisexual,Bisexual_male,29,White,UK,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,22,White,UK,Working on,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,32,White,NY,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,Black,NY,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,42,White,Denmark,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,Asian,Singapore,NA,Buddhism,NA,Yes,Yes
Man,Straight,Hetero_male,40,Asian,Indonesia,Graduated from,Islam,NA,No,No
Man,Straight,Hetero_male,27,White,NY,Working on,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,21,Asian,Australia,Working on,Agnosticism,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,22,Asian,NY,Working on,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,24,White,UK,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,21,White,Netherlands,Working on,Agnosticism,and somewhat serious about it,Yes,Yes
Woman,Straight,Hetero_female,26,White,NY,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,35,White,Australia,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,24,White,NJ,Graduated from,Catholicism,NA,Yes,Yes
Man,Straight,Hetero_male,24,White,UK,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,22,White,UK,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,24,White,UK,Graduated from,Other,and laughing about it,No,No
Woman,Straight,Hetero_female,31,White,UK,NA,Catholicism,but not too serious about it,Yes,Yes
Woman,Bisexual,Bisexual_female,22,White,Ireland,Graduated from,Atheism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,23,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,22,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,23,White,LA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,25,White,NY,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,28,NA,Netherlands,Dropped out of,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,25,White,Denmark,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,32,White,UK,NA,-,NA,No,Yes
Woman,Bisexual,Bisexual_female,25,Native American,NY,NA,-,NA,No,No
Woman,Straight,Hetero_female,22,White,UK,NA,-,NA,Yes,Yes
Woman,Straight,Hetero_female,29,White,LA,Graduated from,Judaism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,32,White,Denmark,Graduated from,Agnosticism,and laughing about it,No,No
Man,Gay,Gay_male,26,White,UK,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,23,White,LA,Graduated from,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,19,NA,Australia,Working on,-,NA,No,No
Man,Straight,Hetero_male,23,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,25,White,UK,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,25,White,Italy,Working on,Atheism,NA,No,No
Woman,Gay,Gay_female,22,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,22,Asian,NY,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,22,Asian,Australia,Working on,-,NA,No,No
Woman,Straight,Hetero_female,27,White,UK,Working on,Atheism,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,21,White,Denmark,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,36,White,Australia,Working on,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,26,NA,Italy,Working on,Judaism,but not too serious about it,No,Yes
Woman,Straight,Hetero_female,27,White,LA,Working on,-,NA,No,No
Man,Straight,Hetero_male,28,White,UK,Graduated from,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,19,NA,Ireland,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,31,White,Israel,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,34,Black,CA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,26,White,UK,Graduated from,Agnosticism,NA,No,No
Woman,Bisexual,Bisexual_female,31,White,IL,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,22,White,LA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,30,White,Netherlands,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,NA,NY,Graduated from,Atheism,and laughing about it,No,No
Man,Bisexual,Bisexual_male,34,White,UK,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,24,White,Australia,Working on,Agnosticism,and very serious about it,No,No
Woman,Straight,Hetero_female,23,"Black, Hispanic / Latin",TX,Working on,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,24,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,28,White,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,24,White,NY,Graduated from,Atheism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,23,White,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,24,Asian,NJ,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,42,White,NY,Graduated from,-,NA,No,No
Man,Gay,Gay_male,34,White,NY,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,25,White,NY,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,"Hispanic / Latin, White",TX,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,29,"Black, White",NY,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,"Asian, Indian",NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,25,"Hispanic / Latin, Other",NY,Graduated from,Islam,NA,No,No
Man,Straight,Hetero_male,24,Indian,UK,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,27,"Black, Native American",NY,Dropped out of,-,NA,Yes,Yes
Woman,Straight,Hetero_female,23,White,Ireland,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,25,White,Ireland,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,42,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,30,NA,Germany,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,35,White,Sweden,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,34,White,NY,Graduated from,Judaism,NA,No,No
Woman,Bisexual,Bisexual_female,27,White,UK,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,21,White,NY,Working on,Judaism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,21,"Asian, Other",UK,Working on,-,NA,No,No
Man,Straight,Hetero_male,26,White,NY,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,32,White,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,30,White,NJ,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,24,White,UK,Working on,Atheism,and laughing about it,Yes,Yes
Woman,Straight,Hetero_female,22,White,Sweden,NA,-,NA,No,No
Woman,Straight,Hetero_female,24,White,UK,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,23,NA,NJ,NA,-,NA,No,No
Woman,Straight,Hetero_female,28,White,Italy,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,22,White,Netherlands,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,26,White,UK,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,32,White,UK,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,22,"Asian, Indian",UK,Graduated from,Hinduism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,25,Asian,NY,Graduated from,Agnosticism,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,27,Hispanic / Latin,NY,Graduated from,Catholicism,NA,No,No
Woman,Bisexual,Bisexual_female,21,White,NY,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,27,"Black, White, Other",Alberta,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,24,White,NY,Working on,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,27,Indian,UK,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,42,White,TX,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,24,"Black, Hispanic / Latin, White",NY,Working on,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,29,White,LA,Dropped out of,Agnosticism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,25,White,NY,Graduated from,Agnosticism,and somewhat serious about it,Yes,Yes
Woman,Straight,Hetero_female,24,White,NY,Working on,Christianity,NA,No,No
Woman,Straight,Hetero_female,24,White,Ireland,Graduated from,Atheism,NA,Yes,Yes
Man,Straight,Hetero_male,35,Hispanic / Latin,NY,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,23,White,Ireland,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,25,White,UK,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,26,White,LA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,41,Hispanic / Latin,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,27,White,NY,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,25,White,LA,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,19,White,NY,Working on,-,NA,No,No
Man,Straight,Hetero_male,27,White,UK,Graduated from,Christianity,but not too serious about it,No,Yes
Woman,Straight,Hetero_female,44,White,Italy,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,24,Hispanic / Latin,NY,Working on,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,22,NA,NY,NA,-,NA,No,No
Woman,Gay,Gay_female,36,White,Denmark,NA,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,22,White,Australia,Working on,Atheism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,20,White,NY,Working on,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,22,White,Ireland,Working on,-,NA,Yes,No
Woman,Straight,Hetero_female,27,White,TX,Working on,Christianity,NA,Yes,Yes
Woman,Gay,Gay_female,39,White,GA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,26,NA,UK,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,33,White,NY,Graduated from,Buddhism,and laughing about it,No,No
Man,Straight,Hetero_male,27,White,NY,Working on,Judaism,and laughing about it,No,No
Woman,Straight,Hetero_female,30,White,Ireland,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,27,White,Australia,Working on,Atheism,and laughing about it,No,No
